Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2015-12-07,48.86782455444336,49.0079221046974,48.41250668107046,48.850311943137974,30709800
2015-12-08,48.850303649902344,49.12174072858177,48.14981601755278,48.57010859696252,32878000
2015-12-09,48.141075134277344,48.92036811069165,47.72953704283576,48.48256276752049,36373200
2015-12-10,48.39499282836914,48.73648038959194,48.167332227427956,48.50006515331716,31775800
2015-12-11,47.33551788330078,48.246150515826855,47.29173467407817,47.90466286110584,39549500
2015-12-14,48.281166076660156,48.342458549067366,47.002775451896575,47.57192365589408,46768900
2015-12-15,48.33370590209961,48.946633991583916,48.237388201442016,48.736485977404676,39843000
2015-12-16,49.14801788330078,49.253090207156475,47.94842910354155,48.63140755907594,37503300
2015-12-17,48.77151107788086,49.72592676528967,48.622655539013394,49.349413940152935,41280900
2015-12-18,47.39680480957031,49.0341957687376,47.30924174158386,48.83280572265302,84684200
2015-12-21,48.00973129272461,48.46504587001863,47.484362923233256,48.05351115513488,37246300
2015-12-22,48.46504211425781,48.578872419854825,47.720774490391584,48.149825125217774,28322200
2015-12-23,48.8765754699707,48.92911329988818,48.54384256087099,48.77150315032457,27279800
2015-12-24,48.745243072509766,48.999170961562875,48.535098387919945,48.91161123301537,9558500
2015-12-28,48.99040603637695,48.99040603637695,48.14106281903951,48.46503775485519,22458300
2015-12-29,49.515777587890625,49.778460093624275,49.08673027456983,49.28812030697194,27731400
2015-12-30,49.30562973022461,49.717164404519295,49.28811711894986,49.44572728023347,21704500
2015-12-31,48.5788688659668,49.200551503027675,48.52633103487574,49.069211935583354,27334100
2016-01-04,47.983463287353516,47.983463287353516,46.7488523958315,47.56317057323853,53778000
2016-01-05,48.20235824584961,48.500065954947125,47.755798352297866,48.09728591916491,34079700
2016-01-06,47.32674789428711,47.633213580117726,46.96774771502597,47.563163135291624,39518900
2016-01-07,45.68059539794922,46.83640426048848,45.59303568936067,46.144671205997106,56564900
2016-01-08,45.82070541381836,46.65253283186365,45.663095234776435,45.85572730012478,48754000
2016-01-11,45.79443359375,46.27601875446898,45.05892055804105,45.9783110176299,36943800
2016-01-12,46.21472930908203,46.49492445150957,45.58429190871487,46.19721669515662,36095500
2016-01-13,45.216514587402344,47.34424784737597,44.91880695686563,47.10783266958022,66883600
2016-01-14,46.50368118286133,46.77511834096031,45.15524000843137,45.53175284726817,52381900
2016-01-15,44.64739227294922,45.50549038138709,44.07824396644531,44.92758743732935,71820700
2016-01-19,44.270877838134766,45.25156087898818,43.83307249165863,45.076438072359785,43564500
2016-01-20,44.472251892089844,44.98886214862242,42.992468215821226,43.76300628357236,63273000
2016-01-21,44.20081329345703,45.16398675287346,44.04320315173777,44.65613110951393,40191200
2016-01-22,45.78567123413086,45.820696453777686,44.88379019926337,45.01513310284459,37555800
2016-01-25,45.34787368774414,46.10089933671479,45.225288738412054,45.47921327337593,34707700
2016-01-26,45.68059539794922,45.91701061936483,45.13771785628491,45.34786583316171,28900800
2016-01-27,44.848777770996094,45.70687579204162,44.6736549760463,45.540507633754046,36775200
2016-01-28,45.58428192138672,45.715621486767034,44.8750362436532,45.40915916069079,62513800
2016-01-29,48.23738479614258,48.23738479614258,47.282969173659296,47.92216446722125,83611700
2016-02-01,47.904659271240234,48.237392263296414,47.72078183096826,48.053514823024436,44208500
2016-02-02,46.40735626220703,47.5106240168707,46.10089392485295,47.431818938666936,56313800
2016-02-03,45.671844482421875,46.748845018671965,44.88379368019544,46.626260080589866,57559800
2016-02-04,45.53174591064453,46.24099161672068,44.980110361474196,45.61930562439711,46987100
2016-02-05,43.920623779296875,45.531747278130595,43.395258800624845,45.47920944418777,62009000
2016-02-08,43.263919830322266,43.404017393420396,42.195673824080686,43.386504780509455,59290500
2016-02-09,43.150089263916016,43.99067797777376,42.61596626392172,42.92243197778517,46740500
