Date,Close,High,Low,Open,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2015-12-07,0.8076382875442505,0.82300560291002,0.8051990320601036,0.82300560291002,333588000
2015-12-08,0.8186150193214417,0.8220299658317463,0.7925149879120476,0.7976374076775045,314488000
2015-12-09,0.7978812456130981,0.8232495503867178,0.7895877882016183,0.8183710391850895,372676000
2015-12-10,0.8044672012329102,0.8088578375778248,0.7976372513940672,0.8003204148183798,236596000
2015-12-11,0.7925149202346802,0.8020280345493892,0.7908074471253387,0.7964177408373639,227320000
2015-12-14,0.7944660782814026,0.7988567720346813,0.7849529666390569,0.7932464798986639,275892000
2015-12-15,0.8042232394218445,0.8098335325446424,0.7991008206318079,0.80349145700092,307296000
2015-12-16,0.8091016411781311,0.81178486241237,0.7988568049775258,0.8059306038332502,236356000
2015-12-17,0.796905517578125,0.8186149088527414,0.7964177013747366,0.8103214518307561,254160000
2015-12-18,0.7839773297309875,0.7993446426019223,0.7830016393270166,0.7912950949954123,395896000
2015-12-21,0.8025160431861877,0.8032478258594189,0.7854412498425224,0.7925151102461202,284216000
2015-12-22,0.8032475709915161,0.8112971196865076,0.7983690601555476,0.8049550439684614,130012000
2015-12-23,0.8064186573028564,0.8095896953524061,0.8030037111437845,0.8044672761137982,122524000
2015-12-24,0.8091016411781311,0.8110530800899801,0.8027595664883694,0.8039792230778284,52448000
2015-12-28,0.8083699345588684,0.8083699345588684,0.7893437668642268,0.8005643526497681,142024000
2015-12-29,0.8215420246124268,0.8239812800568593,0.8066625256918822,0.8088578730388026,203660000
2015-12-30,0.814468264579773,0.8278842002199742,0.8142243564528521,0.8208103411312702,180344000
2015-12-31,0.8039793968200684,0.8169074570487034,0.8039793968200684,0.8132486028024918,148528000
2016-01-04,0.7895877361297607,0.794710155106724,0.781538187362283,0.7876363550403758,358076000
2016-01-05,0.8022717833518982,0.8156877156052197,0.7927586709262573,0.8044671304092991,490272000
2016-01-06,0.7690980434417725,0.7927588166665545,0.7600727454876178,0.7890999042315675,449344000
2016-01-07,0.7386072874069214,0.7549502932031003,0.7288502073926791,0.7498278160182466,645304000
2016-01-08,0.722752034664154,0.7488520600378228,0.7212884698820651,0.7481202776467782,398472000
2016-01-11,0.7239717841148376,0.7290942619198684,0.711043722772406,0.7234839678567502,409372000
2016-01-12,0.7361679077148438,0.7469006773203111,0.7310454891461655,0.7368996901041452,469356000
2016-01-13,0.7137268781661987,0.7466568569261618,0.7129950956909604,0.7417782877057605,481672000
2016-01-14,0.6993352770805359,0.7073848264279634,0.6786015752689336,0.6990913108094577,600236000
2016-01-15,0.6612828373908997,0.6793333759553956,0.649818341505881,0.6712838263924773,841452000
2016-01-19,0.6666490435600281,0.6939687230899436,0.663965822324272,0.6749424990099009,457140000
2016-01-20,0.6703078746795654,0.6788452960568141,0.6451835429553311,0.6539648723799104,481180000
2016-01-21,0.678113579750061,0.688602382839539,0.6637219567413585,0.6776257636079273,481456000
2016-01-22,0.6939687132835388,0.6986033152103289,0.6895780194087608,0.6910415840336869,257996000
2016-01-25,0.6932371258735657,0.7017745498149659,0.6917735608371608,0.6937250002711816,270728000
2016-01-26,0.7000668048858643,0.7029939340655013,0.6876266221852569,0.694700478931763,227944000
2016-01-27,0.6917733550071716,0.701286466756833,0.6786013899115946,0.6990911198554285,231700000
2016-01-28,0.6842119693756104,0.6998231959749415,0.6707960324429455,0.6973839400014069,276776000
2016-01-29,0.7144586443901062,0.7159222094264251,0.687382923843978,0.6900660876396008,310504000
2016-02-01,0.7147025465965271,0.7183614007028781,0.7076286883260945,0.7137268560452628,289884000
2016-02-02,0.6844557523727417,0.7110436550695837,0.6795772413177124,0.7073848008565312,341908000
2016-02-03,0.6878706216812134,0.693968788897377,0.6720154916007668,0.689822060779216,326772000
2016-02-04,0.6881147027015686,0.7037259273075563,0.6812847519538948,0.6888464270593928,348140000
2016-02-05,0.6446959376335144,0.691041859031788,0.6427445561280174,0.6834801830024253,600428000
2016-02-08,0.6151809692382812,0.6381099640521348,0.6061556696797065,0.6349389254302465,608852000
2016-02-09,0.6217668652534485,0.6476229868186961,0.6049359837929009,0.6078631138404543,425372000
2016-02-10,0.6203033328056335,0.6437201999464984,0.6168883863417761,0.6256697187891561,335800000
2016-02-11,0.617132306098938,0.623474382883546,0.6044481525297221,0.6044481525297221,340144000
2016-02-12,0.6276211142539978,0.6288407712507479,0.6037163721570048,0.6268893316872372,340816000
2016-02-16,0.6583556532859802,0.6593314020034606,0.6346948809376215,0.6366462620597063,485352000
2016-02-17,0.6746987104415894,0.6810407862580998,0.6639659399106774,0.6666491616216241,771468000
2016-02-18,0.7327529788017273,0.7556820251605114,0.729338033010983,0.7300698154170615,1068660000
2016-02-19,0.742510199546814,0.749096242971429,0.723240060039841,0.7288503545565097,525628000
2016-02-22,0.7688542604446411,0.7773916860570247,0.7517794673763281,0.7532430326991886,449668000
2016-02-23,0.7708054780960083,0.7781232444447013,0.7590970170442372,0.7627559292968024,369380000
2016-02-24,0.776171863079071,0.7773915199730355,0.7464129211123518,0.767634497447087,336852000
2016-02-25,0.7778793573379517,0.7817821780856464,0.7639756056763991,0.7790990142650501,349616000
2016-02-26,0.7727569341659546,0.7834896475540378,0.7649512927074706,0.7815382662676383,361964000
2016-02-29,0.7677381634712219,0.7838959148741365,0.7672485700155691,0.7738585486134307,323344000
2016-03-01,0.8017674684524536,0.8017674684524536,0.7684726599233542,0.7696967603754239,348700000
2016-03-02,0.8064188957214355,0.8093566901019407,0.7958918770157213,0.7973607742059738,233812000
2016-03-03,0.799319326877594,0.8088670419209336,0.7885474530123908,0.8054396540403337,302004000
2016-03-04,0.7968710064888,0.8061739227124846,0.790750622323719,0.8054394742779425,175304000
2016-03-07,0.7917300462722778,0.7978504318197488,0.7814478242345885,0.7924644948727072,239968000
2016-03-08,0.7772858142852783,0.7883024824649175,0.7748376722862818,0.7836509951563313,274940000
2016-03-09,0.7767964601516724,0.7853649306030053,0.7667590340065473,0.7841408884106694,222788000
2016-03-10,0.7755722999572754,0.7858545220766023,0.759904199216467,0.7814478304390381,286084000
2016-03-11,0.788792073726654,0.789036928783713,0.7777754639448922,0.7870783801687868,277400000
2016-03-14,0.7907506823539734,0.7939332730224942,0.7814477070557394,0.7851199495072301,190312000
2016-03-15,0.7868335843086243,0.7917298682986321,0.7728791807739328,0.7865887876196167,226216000
2016-03-16,0.8103359937667847,0.8130289915988619,0.7772860380804755,0.7809582813204325,363644000
2016-03-17,0.8034809827804565,0.8113150021228603,0.7924643146477858,0.807398021635813,353680000
2016-03-18,0.8277179598808289,0.8384897775624784,0.8078879604370717,0.8130291016690337,545512000
2016-03-21,0.8301658630371094,0.8304106597594043,0.8115599696713998,0.8203732937255062,337780000
2016-03-22,0.8286970257759094,0.8345725561132601,0.8184148039093047,0.8274729837077753,242012000
2016-03-23,0.8428962230682373,0.8490165496789885,0.8286969626030566,0.8323692052641609,429008000
2016-03-24,0.8441203832626343,0.8455892805327959,0.8326141185935763,0.8353070580099893,244956000
2016-03-28,0.8526889085769653,0.8563610933703377,0.8416722374601985,0.8426514828472094,265388000
2016-03-29,0.8663985133171082,0.8683570040780577,0.8470581689873524,0.849016659748302,261812000
2016-03-30,0.8754565715789795,0.8874524871304971,0.869091389516202,0.8695810413550004,376700000
2016-03-31,0.8722739219665527,0.8813320426135863,0.865419146893657,0.8793735521265637,379884000
2016-04-01,0.8850045204162598,0.8854941723522926,0.8602782358290719,0.8668882159396902,348292000
2016-04-04,0.8764358162879944,0.8970002596103173,0.873008428523714,0.8923487714340395,393940000
2016-04-05,0.875211775302887,0.8832906512532167,0.8651743503646566,0.8686017965014028,339568000
2016-04-06,0.8764358162879944,0.8769254681264573,0.8477925553934335,0.8641951040096213,453376000
2016-04-07,0.8673776984214783,0.8786391654351636,0.8637055139078055,0.870805086199125,378104000
2016-04-08,0.8730083107948303,0.8801079404693676,0.8644397841713114,0.8744772077438122,255936000
2016-04-11,0.8783942461013794,0.892838302140724,0.8754564522058136,0.8781493910312074,387524000
2016-04-12,0.877415120601654,0.8825562022518055,0.8602780650311753,0.8813321018389197,292764000
2016-04-13,0.8994484543800354,0.8996932511293447,0.8813321524597002,0.8813321524597002,350716000
