Date,Close,High,Low,Open,Volume,MA20,MA50,RSI,MACD,MACD_signal,MACD_hist,BB_high,BB_low,BB_width,Return,Momentum3,Momentum10,Trend,Volatility10,Lag1,Lag5,Target
2016-02-18,26.25,27.059999465942383,26.186500549316406,27.059499740600582,94700000.0,27.307499980926515,30.198100051879884,41.71846207906864,-1.3508494795449089,-1.4802631405504603,0.1294136610055514,31.67632005620632,22.938679905646712,8.737640150559606,-0.01703800505545583,0.03533958764738632,-0.011429726051042421,0,0.02950868697748349,26.70499992370605,24.52400016784668,1
2016-02-19,26.7450008392334,26.79750061035156,25.76749992370605,26.035499572753903,99494000.0,27.207200050354004,30.06317005157471,44.78110490792589,-1.214422987244081,-1.4270951098891846,0.2126721226451036,31.530727714070256,22.883672386637752,8.647055327432504,0.018857174827938916,0.026482461177348426,-0.002536041726212912,0,0.030004286594453713,26.25,25.19099998474121,1
2016-02-22,27.975000381469727,28.03249931335449,27.054000854492188,27.11000061035156,111332000.0,27.11500005722046,29.945340042114257,51.588728510975066,-0.9955769344967251,-1.3407914748106928,0.3452145403139677,31.287827818250612,22.942172296190307,8.345655522060305,0.04598988609609567,0.04755665461119496,0.11425326845164996,0,0.023404525376963352,26.7450008392334,25.35400009155273,0
2016-02-23,27.64699935913086,27.84550094604492,27.26650047302246,27.77750015258789,81016000.0,27.00602502822876,29.83349006652832,49.82469275704412,-0.8389360694881169,-1.2404203937461777,0.4014843242580608,30.99991381300427,23.01213624345325,7.987777569551021,-0.011724790629712767,0.05321902320498517,0.1328415726806098,0,0.02081585390662845,27.975000381469727,26.05500030517578,1
2016-02-24,27.70199966430664,27.713499069213867,26.65749931335449,27.287500381469727,124634000.0,26.888000011444092,29.725210037231445,50.13261688686537,-0.70226373131079,-1.1327890612591003,0.4305253299483103,30.64617726844082,23.129822754447364,7.5163545139934556,0.0019893770192320748,0.035782344178108216,0.14929363965493558,0,0.01933584795061022,27.64699935913086,26.70499992370605,1
2016-02-25,27.75749969482422,27.96949958801269,27.26449966430664,27.775999069213867,90510000.0,26.817500019073485,29.640210037231444,50.46298363887626,-0.5827539057310211,-1.0227820301534845,0.4400281244224633,30.452881376924903,23.182118661222066,7.270762715702837,0.0020034665796739848,-0.007774823366564765,0.13185041203909997,0,0.01965983416196831,27.70199966430664,26.25,1
2016-02-26,27.761499404907227,28.125,27.65850067138672,28.006000518798828,97540000.0,26.617199993133546,29.53753002166748,50.48844058682599,-0.48216071615926737,-0.9146577673546411,0.43249705119537374,29.503935930548995,23.730464055718098,5.773471874830896,0.0001440947537416637,0.004141499925146563,0.10204038830229156,0,0.019291017490723972,27.75749969482422,26.7450008392334,0
2016-02-29,27.625999450683597,28.24049949645996,27.6254997253418,27.700000762939453,82908000.0,26.53099994659424,29.431410026550292,49.559267363562014,-0.40866279228858815,-0.8134587723414306,0.40479598005284245,29.179285855797566,23.88271403739091,5.296571818406655,-0.00488085863977783,-0.002743491969677825,0.08961108112829241,0,0.019843191338762983,27.761499404907227,27.975000381469727,1
2016-03-01,28.95199966430664,28.962499618530277,27.799999237060547,27.81450080871582,100770000.0,26.541574954986572,29.334679985046385,57.75312552807596,-0.24064402814318697,-0.6988958235017819,0.45825179535859495,29.226503484414543,23.8566464255586,5.369857058855942,0.04799827119341504,0.04303341376619563,0.11118784591053621,0,0.0228129042665943,27.625999450683597,27.64699935913086,1
2016-03-02,29.010499954223636,29.25,28.684999465942383,29.087499618530277,91644000.0,26.611849975585937,29.244239959716797,58.076690664815494,-0.10159632338468683,-0.5794359234783629,0.4778396000936761,29.472274883510174,23.7514250676617,5.720849815848474,0.0020205958343222363,0.044990385104906494,0.08633214892732477,0,0.022384368005200852,28.95199966430664,27.70199966430664,0
2016-03-03,28.874500274658203,28.99349975585937,28.655500411987305,28.89800071716309,54826000.0,26.72790002822876,29.157589950561523,56.984031139975485,-0.002346998386695276,-0.46401813846002943,0.46167114007333415,29.753027547538437,23.702772508919082,6.050255038619355,-0.004687946770308371,0.04519296491710145,0.09998096284412195,0,0.021121689655141596,29.010499954223636,27.75749969482422,0
2016-03-04,28.756999969482425,29.06999969482422,28.55349922180176,29.05349922180176,68330000.0,26.825100040435792,29.068219985961914,56.00367180345961,0.06606594697818124,-0.3580013213723873,0.42406726835056857,29.97717968112096,23.673020399750627,6.304159281370332,-0.004069345064264263,-0.0067352755279498355,0.0752289798883663,0,0.02126959923874599,28.874500274658203,27.761499404907227,0
2016-03-07,28.13999938964844,28.68149948120117,27.77750015258789,28.677000045776367,98538000.0,26.976774978637696,28.96786994934082,51.03821864229046,0.06969352518922989,-0.27246235206006386,0.34215587724929375,30.074945436132253,23.87860452114314,6.196340914989115,-0.021455665767943777,-0.03000639650984227,0.0058980877901260165,0,0.018168046319283974,28.756999969482425,27.625999450683597,0
2016-03-08,28.01300048828125,28.5674991607666,27.73699951171875,27.89349937438965,94600000.0,27.15717496871948,28.864429931640625,50.054469590867726,0.061610450172135955,-0.2056477916136239,0.26725824178575985,30.048616065747545,24.265733871691417,5.782882194056128,-0.004513109599210141,-0.02983600679430809,0.01323836718755933,0,0.017757048882352054,28.13999938964844,28.95199966430664,0
2016-03-09,27.973499298095703,28.01749992370605,27.506500244140625,27.97800064086914,87546000.0,27.35067491531372,28.761109924316408,49.73337598295603,0.05142435115337207,-0.1542333630602247,0.20565771421359677,29.896053878611752,24.80529595201569,5.090757926596062,-0.0014101020775004747,-0.027245563592105948,0.009800723308031944,0,0.017778207348068446,28.01300048828125,29.010499954223636,0
2016-03-10,27.94650077819824,28.350000381469727,27.395000457763672,28.33699989318848,78398000.0,27.521799945831297,28.644839973449706,49.49965086357306,0.04070402866932454,-0.11524588471431485,0.1559499133836394,29.720618407802284,25.32298148386031,4.397636923941974,-0.0009651463197277721,-0.006876283427404095,0.006809009653317544,0,0.01778650525358053,27.973499298095703,28.874500274658203,1
2016-03-11,28.480499267578125,28.50300025939941,28.136499404907227,28.34749984741211,75426000.0,27.686274909973143,28.52047992706299,54.09484306925599,0.07443922213042242,-0.0773088633453674,0.15174808547578983,29.64175177242043,25.730798047525855,3.9109537248945756,0.019107883796187997,0.016688636388395572,0.025899172526099523,0,0.01869443799272457,27.94650077819824,28.756999969482425,1
2016-03-14,28.668500900268555,28.84449958801269,28.15250015258789,28.350000381469727,69084000.0,27.851999950408935,28.404779968261717,55.625742549031564,0.11501890027462025,-0.03884331062136988,0.15386221089599011,29.531012462849414,26.172987437968455,3.358025024880959,0.006601065203391654,0.024845000432969222,0.03773624376725171,0,0.018527971459981682,28.480499267578125,28.13999938964844,1
2016-03-15,28.85099983215332,29.076000213623047,28.350000381469727,28.549999237060547,77536000.0,27.991799926757814,28.305909996032714,57.1206582335805,0.16005965805618416,0.0009372831141409299,0.15912237494204323,29.506615259111754,26.476984594403874,3.029630664707881,0.006365834492694233,0.03236537773132242,-0.003488526986888507,0,0.010405972842959518,28.668500900268555,28.01300048828125,0
2016-03-16,28.713499069213867,29.06599998474121,28.55699920654297,28.832000732421875,70754000.0,28.092224884033204,28.243189964294434,55.60082376387116,0.18255523753025926,0.037260873997364594,0.14529436353289465,29.516066126529395,26.668383641537012,2.847682484992383,-0.004765892473030164,0.008181029393012906,-0.010237703089516326,0,0.01045893434228958,28.85099983215332,27.973499298095703,0
2016-03-17,27.972000122070312,28.56999969482422,27.7504997253418,28.475500106811523,118562000.0,28.178324890136718,28.168839950561523,48.15912941646651,0.13894866455370902,0.05759843210863348,0.08135023244507554,29.328021951817135,27.0286278284563,2.299394123360834,-0.025824053883372833,-0.024294984262386632,-0.03125595747123533,1,0.013095123913905465,28.713499069213867,27.94650077819824,0
2016-03-18,27.60400009155273,28.116500854492188,27.304500579833984,28.04700088500977,145938000.0,28.221274852752686,28.088269958496095,44.94409765890491,0.07384438227092005,0.060847622141090796,0.012996760129829255,29.205912229839225,27.236637475666146,1.9692747541730782,-0.013156014189604659,-0.04322206328568401,-0.04009458146375788,1,0.01348001545748192,27.972000122070312,28.480499267578125,1
2016-03-21,27.698999404907227,27.761999130249023,26.929000854492188,27.445499420166016,103114000.0,28.207474803924562,28.034309959411623,45.94728364892647,0.029573515083100688,0.054592800729492776,-0.025019285646392088,29.213045838018385,27.20190376983074,2.0111420681876453,0.003441505326743144,-0.035331802016228986,-0.01567164158871448,1,0.012129678310992317,27.60400009155273,28.668500900268555,1
2016-03-22,28.02400016784668,28.13800048828125,27.252500534057617,27.25550079345703,80012000.0,28.226324844360352,27.987739944458006,49.3476504424466,0.020477329400254263,0.047769706463645076,-0.027292377063390813,29.2028789145911,27.249770774129605,1.9531081404614952,0.011733303365531578,0.0018590034873959826,0.00039266338391819033,1,0.012754921796722014,27.698999404907227,28.85099983215332,1
2016-03-23,28.48150062561035,28.624000549316406,27.905000686645508,28.049999237060547,79674000.0,28.26529989242554,27.939629974365236,53.757663247796316,0.04961309132902869,0.048138383436721804,0.0014747078923068868,29.216941206985364,27.313658577865713,1.9032826291196514,0.016325308843260222,0.0317888904197674,0.018160092239487113,1,0.013716424231062589,28.02400016784668,28.713499069213867,1
2016-03-24,29.147499084472656,29.177499771118164,28.35400009155273,28.355499267578125,103710000.0,28.33479986190796,27.90468994140625,59.31133346197589,0.12500294606760676,0.0635112959628988,0.06149165010470796,29.32997978699581,27.33961993682011,1.9903598501757003,0.023383545256862037,0.052294296208721835,0.04297490822934602,1,0.01523145030370111,28.48150062561035,27.972000122070312,0
